sample_id,rms_acceleration_mps2,dominant_frequency_hz,peak_acceleration_mps2,vibration_hazard_label
SIM_VIB_01546,0.23638,8.2274,0.66249,0
SIM_VIB_01547,1.16549,29.4521,3.47584,1
SIM_VIB_01548,0.374,3.8283,1.18747,0
SIM_VIB_01549,0.16166,9.1766,0.40168,0
SIM_VIB_01550,0.37332,11.7675,1.16347,0
SIM_VIB_01551,0.65,34.6082,3.34463,1
SIM_VIB_01552,0.37017,7.9509,1.13285,0
SIM_VIB_01553,0.16568,7.8458,0.51066,0
SIM_VIB_01554,0.20306,9.1462,0.65091,0
SIM_VIB_01555,0.39943,10.8495,1.05426,0
SIM_VIB_01556,0.59358,27.4153,1.68438,1
SIM_VIB_01557,1.26341,29.3812,3.6309,1
SIM_VIB_01558,0.44434,8.3645,0.99756,1
SIM_VIB_01559,0.29852,9.0522,0.87738,0
SIM_VIB_01560,0.03,8.3515,0.3671,0
SIM_VIB_01561,0.03331,10.0258,0.4176,0
SIM_VIB_01562,0.27557,2.6374,0.59235,0
SIM_VIB_01563,0.23421,12.0373,0.73507,0
SIM_VIB_01564,2.05518,70.1509,4.73145,1
SIM_VIB_01565,0.24412,5.2776,0.71382,0
SIM_VIB_01566,0.2915,6.3531,0.84702,0
SIM_VIB_01567,0.29967,12.2776,0.55449,0
SIM_VIB_01568,0.18256,14.4843,0.54481,0
SIM_VIB_01569,0.17777,10.2529,0.53731,0
SIM_VIB_01570,1.55969,55.7778,3.55792,1
SIM_VIB_01571,1.62701,39.9197,5.36778,1
SIM_VIB_01572,0.89437,26.6205,2.57161,1
SIM_VIB_01573,0.25587,10.1605,0.75432,0
SIM_VIB_01574,1.71033,25.4432,5.18685,1
SIM_VIB_01575,0.16609,5.9719,0.4986,0
SIM_VIB_01576,0.06505,14.631,0.55808,0
SIM_VIB_01577,0.33819,9.8019,0.85611,0
SIM_VIB_01578,0.06074,10.7451,0.39679,0
SIM_VIB_01579,0.21297,10.2029,0.58511,0
SIM_VIB_01580,0.23582,8.5478,0.60969,0
SIM_VIB_01581,0.23356,11.365,0.62325,0
SIM_VIB_01582,0.18802,9.4849,0.68784,0
SIM_VIB_01583,0.13811,6.5235,0.39977,0
SIM_VIB_01584,0.74182,26.3733,1.87583,1
SIM_VIB_01585,0.81021,17.8645,2.10043,1
SIM_VIB_01586,0.2884,7.5496,0.94473,0
SIM_VIB_01587,0.45314,5.8691,1.51769,0
SIM_VIB_01588,0.29791,6.5458,0.62202,0
SIM_VIB_01589,0.5023,29.9397,2.09269,1
SIM_VIB_01590,0.76673,25.7983,1.53084,1
SIM_VIB_01591,0.45023,15.6419,1.15903,1
SIM_VIB_01592,0.20763,9.6219,0.45091,0
SIM_VIB_01593,0.17835,10.1331,0.39399,0
SIM_VIB_01594,0.66101,20.2499,1.85483,1
SIM_VIB_01595,0.29113,9.1388,0.92585,0
SIM_VIB_01596,0.33561,16.4115,0.84124,0
SIM_VIB_01597,0.0715,10.5681,0.50136,0
SIM_VIB_01598,0.21424,11.8063,0.61366,0
SIM_VIB_01599,1.21345,33.5782,3.96407,1
SIM_VIB_01600,0.21498,1.0,0.60025,0
SIM_VIB_01601,0.35343,10.9295,0.94343,0
SIM_VIB_01602,0.66444,32.4367,1.60813,1
SIM_VIB_01603,1.65894,48.2474,4.33939,1
SIM_VIB_01604,0.85363,48.8914,3.94112,1
SIM_VIB_01605,0.22919,8.7521,0.72659,0
SIM_VIB_01606,1.0492,20.9931,3.46009,1
SIM_VIB_01607,1.50044,41.1818,4.89865,1
SIM_VIB_01608,0.15104,6.7586,0.44708,0
SIM_VIB_01609,0.77842,30.6172,2.56996,1
SIM_VIB_01610,0.27524,16.8941,0.9594,0
SIM_VIB_01611,0.86409,19.6901,2.79167,1
SIM_VIB_01612,1.49626,42.0289,3.60073,1
SIM_VIB_01613,0.19507,1.0,0.62119,0
SIM_VIB_01614,1.64022,17.5713,5.36748,1
SIM_VIB_01615,1.10101,31.3018,5.14375,1
SIM_VIB_01616,0.8543,26.8641,1.60053,1
SIM_VIB_01617,1.52372,42.8648,2.95108,1
SIM_VIB_01618,1.41857,37.8209,3.27254,1
SIM_VIB_01619,0.21198,4.708,0.42213,0
SIM_VIB_01620,0.49481,26.1353,1.73317,1
SIM_VIB_01621,0.12121,9.3904,0.53046,0
SIM_VIB_01622,0.30364,4.8667,0.69372,0
SIM_VIB_01623,0.26643,13.9567,0.54724,0
SIM_VIB_01624,0.31714,8.245,0.7371,0
SIM_VIB_01625,0.25202,1.9527,0.6096,0
SIM_VIB_01626,0.27839,5.4735,0.55589,0
SIM_VIB_01627,0.11418,6.203,0.46876,0
SIM_VIB_01628,0.1428,16.8769,0.44265,0
SIM_VIB_01629,0.71453,15.8978,2.15714,1
SIM_VIB_01630,0.87534,12.1772,2.0452,1
SIM_VIB_01631,0.83442,25.3111,2.05641,1
SIM_VIB_01632,0.1142,9.1011,0.36492,0
SIM_VIB_01633,0.22257,11.1701,0.65487,0
SIM_VIB_01634,1.53451,39.4089,3.71063,1
SIM_VIB_01635,0.09457,3.3539,0.42021,0
SIM_VIB_01636,0.20723,4.4496,0.69638,0
SIM_VIB_01637,0.20566,7.4775,0.56179,0
SIM_VIB_01638,0.25296,7.4566,0.6348,0
SIM_VIB_01639,0.71592,20.5164,1.73656,1
SIM_VIB_01640,0.2705,10.0268,0.80163,0
SIM_VIB_01641,1.3225,37.3613,3.51539,1
SIM_VIB_01642,0.21741,8.2553,0.59519,0
SIM_VIB_01643,0.65784,22.1689,2.1652,1
SIM_VIB_01644,0.28473,6.5035,0.76981,0
SIM_VIB_01645,0.29447,10.4338,0.8746,0
SIM_VIB_01646,0.25,23.1838,1.36289,1
SIM_VIB_01647,0.6447,17.0486,1.4734,1
SIM_VIB_01648,0.11118,12.5636,0.57439,0
SIM_VIB_01649,0.64107,20.3504,1.34499,1
SIM_VIB_01650,0.14842,8.3151,0.4414,0
SIM_VIB_01651,0.25192,3.1571,0.78157,0
SIM_VIB_01652,0.31078,25.2252,0.8308,1
SIM_VIB_01653,0.72558,20.1474,2.4105,1
SIM_VIB_01654,0.24757,6.2576,0.62127,0
SIM_VIB_01655,0.24592,12.5368,0.52746,0
SIM_VIB_01656,2.07986,20.8587,6.95394,1
SIM_VIB_01657,0.35192,15.4564,1.60244,1
SIM_VIB_01658,0.18475,15.4919,0.52167,0
SIM_VIB_01659,1.11595,32.9705,3.87749,1
SIM_VIB_01660,0.82744,19.1889,2.29788,1
SIM_VIB_01661,0.93183,20.8848,1.85591,1
SIM_VIB_01662,0.59328,20.2441,2.0366,1
SIM_VIB_01663,0.27677,2.5795,0.8859,0
SIM_VIB_01664,0.21412,4.6486,0.72251,0
SIM_VIB_01665,0.19301,9.8885,0.65969,0
SIM_VIB_01666,0.18404,10.6858,0.70335,0
SIM_VIB_01667,1.48073,40.4925,3.23499,1
SIM_VIB_01668,0.30124,7.9299,0.96044,0
SIM_VIB_01669,0.33632,7.5656,0.57421,0
SIM_VIB_01670,0.61793,12.8818,1.49681,1
SIM_VIB_01671,0.807,14.3098,1.96982,1
SIM_VIB_01672,0.13812,9.1848,0.42522,0
SIM_VIB_01673,0.34607,4.4109,0.96137,0
SIM_VIB_01674,0.81308,25.5179,2.25809,1
SIM_VIB_01675,0.58834,17.3436,1.34005,1
SIM_VIB_01676,0.49555,18.0945,1.35375,1
SIM_VIB_01677,0.21074,9.2607,0.6418,0
SIM_VIB_01678,0.17604,3.7373,0.42282,0
SIM_VIB_01679,0.16444,13.3025,0.43376,0
SIM_VIB_01680,1.17433,30.6476,3.67334,1
SIM_VIB_01681,1.38773,53.1977,3.74889,1
SIM_VIB_01682,1.3964,47.6073,5.19183,1
SIM_VIB_01683,0.25877,4.8957,0.83637,0
SIM_VIB_01684,0.10234,9.284,0.49368,0
SIM_VIB_01685,0.3248,12.503,0.59796,0
SIM_VIB_01686,0.32979,4.6602,0.95494,0
SIM_VIB_01687,0.20657,11.4347,0.69706,0
SIM_VIB_01688,0.41415,15.8253,1.87315,1
SIM_VIB_01689,1.87697,47.8681,4.50357,1
SIM_VIB_01690,0.16806,10.7539,0.65825,0
SIM_VIB_01691,0.19621,11.2341,0.68106,0
SIM_VIB_01692,1.73761,32.6025,3.62893,1
SIM_VIB_01693,0.23302,7.2821,0.75667,0
SIM_VIB_01694,0.19076,14.4172,0.57325,0
SIM_VIB_01695,0.58156,10.7591,2.01697,1
SIM_VIB_01696,1.45399,30.8671,2.85535,1
SIM_VIB_01697,1.24062,46.8561,3.20959,1
SIM_VIB_01698,0.2685,1.2739,0.68674,0
SIM_VIB_01699,0.10251,14.1553,0.5429,0
SIM_VIB_01700,0.71163,21.1728,2.1138,1
SIM_VIB_01701,0.28278,17.8044,0.61236,0
SIM_VIB_01702,0.20665,5.1662,0.603,0
SIM_VIB_01703,0.6124,16.183,1.91032,1
SIM_VIB_01704,0.18087,7.4533,0.59095,0
SIM_VIB_01705,0.2376,12.7404,0.72138,0
SIM_VIB_01706,0.21297,8.8675,0.75276,0
SIM_VIB_01707,0.27915,2.1122,0.81979,0
SIM_VIB_01708,0.87876,8.5933,2.61865,1
SIM_VIB_01709,0.6511,5.0915,1.66283,1
SIM_VIB_01710,0.28905,5.9195,0.5644,0
SIM_VIB_01711,0.29094,9.2687,0.57226,0
SIM_VIB_01712,0.16777,4.903,0.50165,0
SIM_VIB_01713,0.2834,11.0264,0.63821,0
SIM_VIB_01714,0.27655,8.5352,0.58172,0
SIM_VIB_01715,0.16452,12.9447,0.53459,0
SIM_VIB_01716,0.76977,25.9755,2.40074,1
SIM_VIB_01717,0.1766,6.7445,0.44196,0
SIM_VIB_01718,1.07444,59.8444,4.24042,1
SIM_VIB_01719,0.24249,12.4562,0.62065,0
SIM_VIB_01720,0.66519,25.6675,2.61188,1
SIM_VIB_01721,0.07518,7.671,0.61512,0
SIM_VIB_01722,0.76641,15.2621,1.66277,1
SIM_VIB_01723,0.21231,6.1366,0.49709,0
SIM_VIB_01724,0.47173,17.4853,0.9472,1
SIM_VIB_01725,0.28019,7.6339,0.80046,0
SIM_VIB_01726,0.24513,7.2326,0.81205,0
SIM_VIB_01727,0.32196,11.1624,0.78151,0
SIM_VIB_01728,0.22111,7.3476,0.59758,0
SIM_VIB_01729,0.76706,22.3314,2.21129,1
SIM_VIB_01730,1.78573,37.795,3.65446,1
SIM_VIB_01731,1.58469,52.7776,3.51943,1
SIM_VIB_01732,2.06379,29.672,6.22821,1
SIM_VIB_01733,0.0998,16.4016,0.43061,0
SIM_VIB_01734,0.50003,20.2435,1.78182,1
SIM_VIB_01735,0.29917,9.8855,0.77948,0
SIM_VIB_01736,2.25025,54.6563,4.79086,1
SIM_VIB_01737,2.02687,44.3687,5.69274,1
SIM_VIB_01738,0.34587,3.8852,1.01691,0
SIM_VIB_01739,1.90853,22.9319,6.28297,1
SIM_VIB_01740,0.76793,22.6861,1.96407,1
SIM_VIB_01741,0.2933,11.5063,0.68167,0
SIM_VIB_01742,0.73864,24.7155,2.28878,1
SIM_VIB_01743,0.31588,10.9194,0.84962,0
SIM_VIB_01744,0.30955,5.8074,0.60579,0
SIM_VIB_01745,0.17134,1.5318,0.38507,0
SIM_VIB_01746,0.59698,23.9585,1.7355,1
SIM_VIB_01747,0.31132,15.8238,0.61935,0
SIM_VIB_01748,0.18751,8.8546,0.73951,0
SIM_VIB_01749,0.25,20.5829,1.22977,1
SIM_VIB_01750,0.2665,9.5489,0.57386,0
SIM_VIB_01751,1.37615,24.7725,4.45689,1
SIM_VIB_01752,0.19154,9.0848,0.49678,0
SIM_VIB_01753,0.63779,23.3539,1.73992,1
SIM_VIB_01754,1.75655,45.1556,4.71338,1
SIM_VIB_01755,0.23412,2.606,0.69469,0
SIM_VIB_01756,0.14992,16.4889,0.46,0
SIM_VIB_01757,0.071,4.2645,0.53914,0
SIM_VIB_01758,0.07946,6.454,0.38442,0
SIM_VIB_01759,0.28864,2.0625,0.82764,0
SIM_VIB_01760,0.82499,23.1598,2.33737,1
SIM_VIB_01761,0.28222,9.6064,0.74964,0
SIM_VIB_01762,0.26886,1.0,0.59728,0
SIM_VIB_01763,0.4721,37.2277,1.36875,1
SIM_VIB_01764,0.23776,6.4119,0.73467,0
SIM_VIB_01765,0.42359,18.5989,1.44828,1
SIM_VIB_01766,0.24642,8.4579,0.64951,0
SIM_VIB_01767,0.06178,9.113,0.3298,0
SIM_VIB_01768,0.20731,7.8719,0.72928,0
SIM_VIB_01769,0.14633,12.3758,0.47583,0
SIM_VIB_01770,1.55255,38.6448,5.03351,1
SIM_VIB_01771,0.32577,3.6822,0.98609,0
SIM_VIB_01772,0.03397,13.7662,0.65999,0
SIM_VIB_01773,1.27821,30.1491,4.11797,1
SIM_VIB_01774,0.19763,5.0203,0.44601,0
SIM_VIB_01775,0.21674,12.0017,0.55668,0
SIM_VIB_01776,0.23794,5.5105,0.79638,0
SIM_VIB_01777,0.20359,10.2509,0.66039,0
SIM_VIB_01778,0.10226,13.9153,0.33093,0
SIM_VIB_01779,0.27333,9.8485,0.77963,0
SIM_VIB_01780,0.20082,5.1765,0.74803,0
SIM_VIB_01781,1.07555,42.2311,3.45764,1
SIM_VIB_01782,1.09118,45.1096,4.71092,1
SIM_VIB_01783,0.34834,11.9773,0.92593,0
SIM_VIB_01784,0.74009,16.2411,2.35913,1
SIM_VIB_01785,1.72017,35.1913,5.80327,1
SIM_VIB_01786,0.24061,5.5807,0.72046,0
SIM_VIB_01787,0.38747,17.8844,0.87098,1
SIM_VIB_01788,0.15054,14.0082,0.36808,0
SIM_VIB_01789,2.09288,37.0416,6.13461,1
SIM_VIB_01790,1.80269,43.8679,5.15246,1
SIM_VIB_01791,0.22196,11.7176,0.60963,0
SIM_VIB_01792,0.33699,12.9699,0.74357,0
SIM_VIB_01793,0.09606,6.3481,0.43946,0
SIM_VIB_01794,2.07999,41.3187,6.62828,1
SIM_VIB_01795,2.13643,34.3089,5.92467,1
SIM_VIB_01796,0.25236,12.6362,0.69828,0
SIM_VIB_01797,0.22285,1.0,0.51322,0
SIM_VIB_01798,0.33787,7.7463,0.91471,0
SIM_VIB_01799,0.20872,11.3171,0.67887,0
SIM_VIB_01800,0.23381,5.2547,0.4894,0
SIM_VIB_01801,0.55664,6.6675,2.05293,1
SIM_VIB_01802,0.2531,9.7548,0.68639,0
SIM_VIB_01803,0.14987,17.958,0.70005,0
SIM_VIB_01804,0.2375,3.0908,0.60053,0
SIM_VIB_01805,0.29995,2.6162,0.65225,0
SIM_VIB_01806,0.34633,11.8648,0.65631,0
SIM_VIB_01807,0.3351,1.767,0.61865,0
SIM_VIB_01808,0.13622,10.7229,0.48295,0
SIM_VIB_01809,1.72604,41.1381,4.25594,1
SIM_VIB_01810,0.24923,9.0476,0.73844,0
SIM_VIB_01811,1.07039,41.6998,3.2759,1
SIM_VIB_01812,0.71947,25.1861,1.71874,1
SIM_VIB_01813,0.31501,1.9604,1.0057,0
SIM_VIB_01814,0.36207,22.558,2.13348,1
SIM_VIB_01815,0.35819,11.5693,1.02089,0
SIM_VIB_01816,0.07596,7.9425,0.67118,0
SIM_VIB_01817,0.21893,16.6551,0.75689,0
SIM_VIB_01818,0.25635,13.9431,0.61457,0
SIM_VIB_01819,0.39016,34.3732,1.23076,1
SIM_VIB_01820,0.36532,5.7504,1.05498,0
SIM_VIB_01821,0.42244,14.3103,0.96874,1
SIM_VIB_01822,0.24053,16.8219,0.73243,0
SIM_VIB_01823,0.21943,12.7089,0.65686,0
SIM_VIB_01824,0.5744,11.9277,1.11875,1
SIM_VIB_01825,0.75774,17.3299,1.95522,1
SIM_VIB_01826,0.71419,32.2702,1.72705,1
SIM_VIB_01827,1.58862,52.2933,4.89963,1
SIM_VIB_01828,1.28462,19.5807,3.59805,1
SIM_VIB_01829,0.31425,13.6107,0.88096,0
SIM_VIB_01830,0.2818,10.8898,0.68372,0
SIM_VIB_01831,1.08216,37.9798,4.28313,1
SIM_VIB_01832,0.49264,21.2185,1.84591,1
SIM_VIB_01833,0.62882,23.6364,1.91968,1
SIM_VIB_01834,1.81911,38.6165,4.15437,1
SIM_VIB_01835,1.20539,36.4389,3.70964,1
SIM_VIB_01836,0.14783,11.1157,0.52715,0
SIM_VIB_01837,0.18175,16.6727,0.48829,0
SIM_VIB_01838,0.77826,32.9804,3.62892,1
SIM_VIB_01839,0.18991,9.0413,0.39708,0
SIM_VIB_01840,0.25479,14.1059,0.80382,0
SIM_VIB_01841,0.12177,11.4094,0.3315,0
SIM_VIB_01842,0.14756,4.0929,0.38777,0
SIM_VIB_01843,0.13855,9.2579,0.68354,0
SIM_VIB_01844,0.22792,6.7587,0.56623,0
SIM_VIB_01845,0.6759,30.0796,2.20807,1
SIM_VIB_01846,1.35148,46.6863,4.76225,1
SIM_VIB_01847,0.24916,6.5192,0.73598,0
SIM_VIB_01848,0.61658,16.6802,1.92365,1
SIM_VIB_01849,0.95436,23.4286,2.02684,1
SIM_VIB_01850,0.86287,22.4559,1.72779,1
SIM_VIB_01851,0.23722,8.3083,0.57501,0
SIM_VIB_01852,1.02876,31.59,2.97016,1
SIM_VIB_01853,0.33784,12.4175,0.79881,0
SIM_VIB_01854,0.76234,25.3164,2.54561,1
SIM_VIB_01855,0.11745,10.2012,0.44516,0
SIM_VIB_01856,0.83102,35.4684,1.85515,1
SIM_VIB_01857,0.03,5.9153,0.58427,0
SIM_VIB_01858,0.16051,5.0209,0.42556,0
SIM_VIB_01859,0.25,15.9468,1.96452,1
SIM_VIB_01860,0.32121,11.5995,0.6197,0
SIM_VIB_01861,0.28564,10.0933,0.96925,0
SIM_VIB_01862,0.90937,17.7699,2.11971,1
SIM_VIB_01863,1.931,54.716,3.69159,1
SIM_VIB_01864,0.03,5.7237,0.60094,0
SIM_VIB_01865,0.16711,5.421,0.67077,0
SIM_VIB_01866,0.21601,7.9378,0.6201,0
SIM_VIB_01867,0.19701,4.4991,0.67644,0
SIM_VIB_01868,0.55908,21.3868,1.41685,1
SIM_VIB_01869,0.17818,13.6319,0.67043,0
SIM_VIB_01870,0.20764,15.2414,0.59383,0
SIM_VIB_01871,1.74015,36.9646,3.92877,1
SIM_VIB_01872,1.1535,35.7238,2.9754,1
SIM_VIB_01873,0.2828,8.6765,0.67271,0
SIM_VIB_01874,0.28439,6.1951,0.62355,0
SIM_VIB_01875,0.95894,24.6153,2.77931,1
SIM_VIB_01876,0.37978,10.5373,1.07195,0
SIM_VIB_01877,0.26415,2.8357,0.56713,0
SIM_VIB_01878,1.28877,46.2959,4.99495,1
SIM_VIB_01879,0.64872,18.6754,1.50019,1
SIM_VIB_01880,0.8672,24.6399,2.07419,1
SIM_VIB_01881,1.01566,20.1765,2.44085,1
SIM_VIB_01882,0.22147,10.3462,0.44516,0
SIM_VIB_01883,0.69298,24.8876,1.43494,1
SIM_VIB_01884,0.25176,8.4706,0.68254,0
SIM_VIB_01885,0.25969,11.1121,0.84329,0
SIM_VIB_01886,0.19305,19.9252,0.63725,0
SIM_VIB_01887,0.26065,3.1213,0.45877,0
SIM_VIB_01888,0.29355,9.6984,0.73263,0
SIM_VIB_01889,0.06675,8.0039,0.15636,0
SIM_VIB_01890,0.82299,19.243,2.58979,1
SIM_VIB_01891,0.13799,4.7012,0.69178,0
SIM_VIB_01892,0.21819,10.9192,0.58061,0
SIM_VIB_01893,1.02011,6.76,2.70894,1
SIM_VIB_01894,1.9069,27.4572,5.21964,1
SIM_VIB_01895,1.085,22.4632,2.0309,1
SIM_VIB_01896,0.76104,26.2702,1.74951,1
SIM_VIB_01897,0.7774,28.507,1.78812,1
SIM_VIB_01898,0.17702,1.0,0.7387,0
SIM_VIB_01899,0.16163,11.2808,0.56792,0
SIM_VIB_01900,0.16493,12.8986,0.6495,0
SIM_VIB_01901,0.20475,7.7355,0.53806,0
SIM_VIB_01902,1.74173,57.0157,4.55917,1
SIM_VIB_01903,0.8826,36.0733,3.91679,1
SIM_VIB_01904,0.94653,19.0348,1.80722,1
SIM_VIB_01905,0.99784,36.7844,3.29197,1
SIM_VIB_01906,0.32699,9.7334,0.74148,0
SIM_VIB_01907,0.17313,12.7062,0.46277,0
SIM_VIB_01908,0.30985,9.7238,0.87367,0
SIM_VIB_01909,0.2078,14.2381,0.6489,0
SIM_VIB_01910,0.76072,31.5123,2.5362,1
SIM_VIB_01911,0.20025,6.0967,0.49382,0
SIM_VIB_01912,0.40878,1.0,0.85281,0
SIM_VIB_01913,0.39875,10.8077,1.27716,0
SIM_VIB_01914,0.22877,10.7074,0.6331,0
SIM_VIB_01915,1.10929,38.8006,3.94949,1
SIM_VIB_01916,0.2554,16.8188,0.74781,0
SIM_VIB_01917,0.66147,26.3922,1.67492,1
SIM_VIB_01918,1.71409,37.531,5.31586,1
SIM_VIB_01919,1.45596,40.615,4.75321,1
SIM_VIB_01920,0.28595,8.5169,0.59741,0
SIM_VIB_01921,0.50374,23.0734,1.86443,1
SIM_VIB_01922,0.66812,29.2561,1.49154,1
SIM_VIB_01923,0.19379,13.595,0.46764,0
SIM_VIB_01924,0.16575,11.1497,0.84789,0
SIM_VIB_01925,1.02826,19.6927,3.12876,1
SIM_VIB_01926,0.17773,14.3195,0.61696,0
SIM_VIB_01927,0.27181,5.6246,0.67002,0
SIM_VIB_01928,0.4486,11.4044,1.32882,0
SIM_VIB_01929,0.28556,4.9679,0.82969,0
SIM_VIB_01930,0.19983,4.7806,0.76065,0
SIM_VIB_01931,0.23131,12.9531,0.70333,0
SIM_VIB_01932,0.17822,15.9401,0.66584,0
SIM_VIB_01933,0.30733,9.3106,0.96392,0
SIM_VIB_01934,1.97051,54.3866,4.20234,1
SIM_VIB_01935,0.27147,2.3616,0.79838,0
SIM_VIB_01936,0.33689,7.2301,0.97111,0
SIM_VIB_01937,0.6192,20.551,1.92408,1
SIM_VIB_01938,0.29165,9.0423,0.71261,0
SIM_VIB_01939,0.23692,12.0349,0.75691,0
SIM_VIB_01940,1.06329,23.011,2.38347,1
SIM_VIB_01941,0.6677,20.6861,1.52761,1
SIM_VIB_01942,0.23199,5.5296,0.6404,0
SIM_VIB_01943,0.88094,37.8898,2.39113,1
SIM_VIB_01944,0.18549,4.7983,0.64331,0
SIM_VIB_01945,0.25146,12.9209,0.79287,0
SIM_VIB_01946,0.28359,10.0613,0.76752,0
SIM_VIB_01947,1.45449,58.2658,4.38554,1
SIM_VIB_01948,0.86043,36.9507,1.69492,1
SIM_VIB_01949,0.26387,8.6235,0.67033,0
SIM_VIB_01950,0.27347,13.5078,0.72944,0
SIM_VIB_01951,0.98798,14.5323,2.25515,1
SIM_VIB_01952,0.61445,27.0618,1.17622,1
SIM_VIB_01953,0.23019,8.4807,0.62256,0
SIM_VIB_01954,0.45311,7.1037,0.87259,0
SIM_VIB_01955,1.73567,60.2792,4.35259,1
SIM_VIB_01956,1.81005,54.2572,3.38792,1
SIM_VIB_01957,0.25668,12.1301,0.6155,0
SIM_VIB_01958,1.13843,23.1226,3.57254,1
SIM_VIB_01959,0.30242,2.0059,0.62609,0
SIM_VIB_01960,0.73265,16.3922,2.15859,1
SIM_VIB_01961,0.17615,12.9939,0.46327,0
SIM_VIB_01962,0.29267,9.0899,1.01351,0
SIM_VIB_01963,0.2144,12.127,0.67219,0
SIM_VIB_01964,0.05416,6.4864,0.3061,0
SIM_VIB_01965,0.27632,9.1569,0.67065,0
SIM_VIB_01966,0.22415,7.6758,0.47623,0
SIM_VIB_01967,0.84327,10.2037,1.98858,1
SIM_VIB_01968,0.11751,14.1101,0.69409,0
SIM_VIB_01969,0.18269,11.3197,0.4829,0
SIM_VIB_01970,0.21995,9.123,0.45541,0
SIM_VIB_01971,2.17107,45.3988,6.20022,1
SIM_VIB_01972,0.20951,12.5577,0.64486,0
SIM_VIB_01973,0.18062,4.8243,0.54283,0
SIM_VIB_01974,1.33849,40.9543,3.14629,1
SIM_VIB_01975,0.29183,6.1745,0.65659,0
SIM_VIB_01976,0.2029,12.7773,0.59574,0
SIM_VIB_01977,0.35951,7.097,1.1068,0
SIM_VIB_01978,1.22773,43.1214,4.42597,1
SIM_VIB_01979,0.73246,37.2412,2.04645,1
SIM_VIB_01980,0.17891,7.019,0.45387,0
SIM_VIB_01981,0.22801,5.72,0.78873,0
SIM_VIB_01982,0.21321,8.0519,0.63555,0
SIM_VIB_01983,0.32456,8.2371,0.64864,0
SIM_VIB_01984,0.2479,8.6032,0.48659,0
SIM_VIB_01985,2.68953,52.6616,5.51894,1
SIM_VIB_01986,0.44516,9.1674,1.28047,0
SIM_VIB_01987,0.12782,13.4377,0.64714,0
SIM_VIB_01988,0.50821,39.9419,1.64211,1
SIM_VIB_01989,0.04287,2.0368,0.50186,0
SIM_VIB_01990,0.15336,16.0382,0.66508,0
SIM_VIB_01991,0.26257,6.144,0.52324,0
SIM_VIB_01992,0.57168,10.1257,1.85188,1
SIM_VIB_01993,0.67682,29.0252,1.70802,1
SIM_VIB_01994,1.70135,46.0094,4.21327,1
SIM_VIB_01995,1.45675,24.0069,3.9513,1
SIM_VIB_01996,0.29188,13.3974,0.81315,0
SIM_VIB_01997,0.18423,11.0335,0.61805,0
SIM_VIB_01998,1.49241,40.06,4.03309,1
SIM_VIB_01999,0.2859,16.5618,0.78469,0
SIM_VIB_02000,0.6829,23.8881,2.05263,1
SIM_VIB_02001,0.19968,5.3836,0.63748,0
SIM_VIB_02002,0.66898,54.2271,2.37009,1
SIM_VIB_02003,0.38768,10.6617,1.07391,0
SIM_VIB_02004,0.18935,7.5008,0.57555,0
SIM_VIB_02005,0.94146,19.0852,2.81406,1
SIM_VIB_02006,1.40277,56.0219,4.62728,1
SIM_VIB_02007,0.15714,10.5413,0.4131,0
SIM_VIB_02008,1.93454,58.6698,4.90785,1
SIM_VIB_02009,0.19163,3.3131,0.63172,0
SIM_VIB_02010,1.82095,27.6163,4.65719,1
SIM_VIB_02011,0.13484,10.0767,0.3995,0
SIM_VIB_02012,1.47956,41.5524,6.28431,1
SIM_VIB_02013,0.43686,11.7987,0.84844,0
SIM_VIB_02014,0.20217,7.6645,0.60002,0
SIM_VIB_02015,0.78341,22.1832,1.68893,1
SIM_VIB_02016,0.64164,31.7067,2.03125,1
SIM_VIB_02017,0.2287,12.3477,0.54138,0
SIM_VIB_02018,1.61216,51.3493,5.39752,1
SIM_VIB_02019,0.04966,5.6656,0.59351,0
SIM_VIB_02020,1.41221,33.7117,4.45173,1
SIM_VIB_02021,1.18518,33.1794,3.03102,1
SIM_VIB_02022,1.27492,36.587,4.86259,1
SIM_VIB_02023,0.27255,3.3625,0.94896,0
SIM_VIB_02024,0.1862,9.2062,0.52029,0
SIM_VIB_02025,0.23179,4.0987,0.78878,0
SIM_VIB_02026,0.7398,25.9959,2.28763,1
SIM_VIB_02027,0.93608,19.3805,2.50809,1
SIM_VIB_02028,0.23618,6.5278,0.76064,0
SIM_VIB_02029,0.12705,1.0,0.50141,0
SIM_VIB_02030,0.21421,7.0464,0.67941,0
SIM_VIB_02031,0.29701,10.0013,1.02985,0
SIM_VIB_02032,0.76327,32.3959,2.44598,1
SIM_VIB_02033,1.15701,15.645,2.14433,1
SIM_VIB_02034,0.26973,11.7815,0.774,0
SIM_VIB_02035,0.95046,12.8843,2.43662,1
SIM_VIB_02036,1.91087,44.9987,5.8585,1
SIM_VIB_02037,0.19978,12.4019,0.5002,0
SIM_VIB_02038,0.1707,10.8947,0.59425,0
SIM_VIB_02039,1.26914,66.8705,3.34773,1
SIM_VIB_02040,0.20564,15.1949,0.45143,0
SIM_VIB_02041,0.22561,17.5326,0.69248,0
SIM_VIB_02042,0.28722,8.4318,0.44118,0
SIM_VIB_02043,0.11776,13.3619,0.41155,0
SIM_VIB_02044,0.12493,3.4064,0.46396,0
SIM_VIB_02045,0.28605,12.8047,0.74516,0
